student_id,name,university,faculty,year_of_study,average_mark,attendance,failed_modules,missed_assignments
NSFAS000308,Busisiwe Mahlangu,University of Cape Town,Science,1,40.0,26.0,3,0
NSFAS000309,Kagiso Mhlongo,University of the Witwatersrand,Education,2,75.0,77.0,1,1
NSFAS000310,Lindiwe Mkhize,University of Pretoria,Commerce,3,40.0,31.0,4,0
NSFAS000311,Thabo Mkhize,University of Johannesburg,Law,4,75.0,91.0,0,4
NSFAS000312,Tshepo Ngcobo,University of Stellenbosch,Law,1,50.59,77.0,1,2
NSFAS000313,Themba Zulu,University of Pretoria,Science,4,62.02,64.0,0,0
NSFAS000314,Nokuthula Khumalo,University of Stellenbosch,Science,4,56.34,66.0,0,5
NSFAS000315,Busisiwe Mokoena,North-West University,Commerce,2,51.07,56.0,4,5
NSFAS000316,Tshepo Nkosi,University of Cape Town,Law,2,40.0,30.0,3,0
NSFAS000317,Lindiwe Molefe,North-West University,Law,3,30.0,37.0,2,1
NSFAS000318,Nomsa Mabaso,University of Stellenbosch,Arts,1,75.0,82.0,0,3
NSFAS000319,Kagiso Nkosi,University of Johannesburg,Law,2,40.0,46.0,3,3
NSFAS000320,Lindiwe Mkhize,University of the Witwatersrand,Science,2,30.0,43.0,2,0
NSFAS000321,Andile Mthembu,University of Stellenbosch,Arts,2,71.12,86.0,1,3
NSFAS000322,Kagiso Khumalo,University of the Free State,Commerce,3,30.0,30.0,1,1
NSFAS000323,Lerato Mokoena,University of Stellenbosch,Engineering,2,30.0,57.0,4,3
NSFAS000324,Tshepo Molefe,University of KwaZulu-Natal,Arts,3,40.0,21.0,1,3
NSFAS000325,Themba Mthethwa,University of Stellenbosch,Commerce,2,40.0,41.0,4,3
NSFAS000326,Sipho Mthethwa,University of KwaZulu-Natal,Arts,1,40.0,62.0,1,2
NSFAS000327,Busisiwe Nkosi,North-West University,Engineering,4,40.0,20.0,4,4
NSFAS000328,Lindiwe Nkosi,University of Cape Town,Law,2,75.0,84.0,0,5
NSFAS000329,Kagiso Dlamini,University of KwaZulu-Natal,Law,2,75.0,95.0,0,3
NSFAS000330,Sipho Ngcobo,University of Johannesburg,Law,3,40.0,39.0,2,0
NSFAS000331,Sipho Zulu,University of the Witwatersrand,Law,4,40.0,62.0,2,4
NSFAS000332,Andile Dlamini,University of the Free State,Arts,1,75.0,84.0,0,5
NSFAS000333,Thabo Khumalo,University of Pretoria,Science,2,46.33,32.0,3,4
NSFAS000334,Phumzile Ngcobo,North-West University,Law,4,35.17,39.0,1,1
NSFAS000335,Tshepo Mthembu,University of the Free State,Law,1,75.0,89.0,0,3
NSFAS000336,Andile Khumalo,University of the Witwatersrand,Law,3,40.0,29.0,4,3
NSFAS000337,Kagiso Mthethwa,University of the Free State,Law,1,47.97,44.0,1,1
NSFAS000338,Busisiwe Mthethwa,University of the Witwatersrand,Commerce,3,73.14,93.0,0,5
NSFAS000339,Sipho Ngcobo,University of Stellenbosch,Commerce,2,40.0,44.0,3,2
NSFAS000340,Lerato Mokoena,University of Johannesburg,Commerce,4,69.26,82.0,1,3
NSFAS000341,Nomsa Nkosi,University of Johannesburg,Law,2,55.38,85.0,0,4
NSFAS000342,Thabo Mabaso,University of Pretoria,Commerce,4,40.0,58.0,3,5
NSFAS000343,Tshepo Mokoena,University of the Witwatersrand,Engineering,4,67.07,77.0,0,3
NSFAS000344,Sipho Nkosi,University of Cape Town,Science,4,74.81,90.0,1,0
NSFAS000345,Sibusiso Ngcobo,University of KwaZulu-Natal,Science,3,65.16,79.0,1,0
NSFAS000346,Lerato Mabaso,University of the Witwatersrand,Engineering,1,95.0,95.0,1,4
NSFAS000347,Sibusiso Dlamini,University of KwaZulu-Natal,Law,1,30.0,58.0,4,0
NSFAS000348,Sibusiso Mahlangu,University of Cape Town,Science,1,30.0,58.0,2,4
NSFAS000349,Mpho Mhlongo,University of the Free State,Commerce,4,75.0,84.0,0,5
NSFAS000350,Lerato Mkhize,University of Pretoria,Arts,4,75.0,87.0,1,5
NSFAS000351,Phumzile Dlamini,University of Stellenbosch,Engineering,4,75.0,95.0,1,5
NSFAS000352,Phumzile Mabaso,University of KwaZulu-Natal,Engineering,3,75.0,95.0,1,3
NSFAS000353,Lerato Mthethwa,University of Stellenbosch,Education,3,57.18,81.0,0,2
NSFAS000354,Nomsa Mkhize,University of Johannesburg,Commerce,2,67.16,68.0,0,3
NSFAS000355,Themba Mthethwa,North-West University,Law,3,49.31,32.0,4,2
NSFAS000356,Busisiwe Ngcobo,University of the Witwatersrand,Education,1,75.0,89.0,0,4
NSFAS000357,Lerato Dlamini,University of Cape Town,Commerce,2,75.0,,1,4
NSFAS000358,Kagiso Mkhize,North-West University,Science,3,49.47,65.0,0,2
NSFAS000359,Busisiwe Mthethwa,University of Pretoria,Arts,4,40.0,52.0,2,5
NSFAS000360,Phumzile Nkosi,University of Pretoria,Arts,4,74.88,95.0,1,5
NSFAS000361,Nomsa Mhlongo,University of Stellenbosch,Education,1,38.47,23.0,3,3
NSFAS000362,Andile Molefe,University of Pretoria,Education,2,40.0,41.0,3,3
NSFAS000363,Andile Nkosi,North-West University,Engineering,3,43.22,21.0,1,2
NSFAS000364,Kagiso Dlamini,University of the Witwatersrand,Science,2,46.68,49.0,1,5
NSFAS000365,Lindiwe Mokoena,University of the Witwatersrand,Science,4,44.83,21.0,2,1
NSFAS000366,Sipho Khumalo,University of Cape Town,Arts,4,44.33,34.0,4,2
NSFAS000367,Kagiso Mahlangu,University of the Witwatersrand,Law,3,47.41,63.0,0,4
NSFAS000368,Themba Khumalo,University of the Witwatersrand,Law,4,40.0,48.0,3,2
NSFAS000369,Themba Molefe,University of Johannesburg,Arts,3,40.0,60.0,3,4
NSFAS000370,Tshepo Mkhize,University of Johannesburg,Law,1,40.0,59.0,1,5
NSFAS000371,Kagiso Nkosi,University of Johannesburg,Law,1,49.92,48.0,4,1
NSFAS000372,Themba Nkosi,University of Pretoria,Commerce,4,49.07,,2,4
NSFAS000373,Nomsa Molefe,North-West University,Engineering,1,42.63,35.0,2,5
NSFAS000374,Mpho Zulu,University of KwaZulu-Natal,Commerce,3,75.0,75.0,1,1
NSFAS000375,Sibusiso Mhlongo,University of the Free State,Arts,2,34.33,30.0,4,3
NSFAS000376,Nokuthula Mkhize,North-West University,Arts,3,40.0,40.0,3,3
NSFAS000377,Nokuthula Mthembu,University of KwaZulu-Natal,Arts,4,41.34,40.0,1,3
NSFAS000378,Thabo Mabaso,University of Johannesburg,Law,1,66.68,69.0,0,2
NSFAS000379,Lindiwe Dlamini,University of the Witwatersrand,Law,2,75.0,80.0,1,4
NSFAS000380,Kagiso Molefe,University of the Free State,Engineering,4,40.0,23.0,1,0
NSFAS000381,Themba Mokoena,University of KwaZulu-Natal,Education,3,40.19,63.0,3,0
NSFAS000382,Themba Mhlongo,University of Pretoria,Commerce,3,42.58,40.0,2,2
NSFAS000383,Zanele Molefe,University of Cape Town,Education,4,40.0,40.0,1,5
NSFAS000384,Phumzile Mhlongo,University of the Free State,Science,2,30.0,34.0,3,3
NSFAS000385,Zanele Molefe,University of KwaZulu-Natal,Arts,4,44.39,32.0,2,5
NSFAS000386,Tshepo Mokoena,University of Pretoria,Law,4,52.02,65.0,1,3
NSFAS000387,Busisiwe Mhlongo,University of Stellenbosch,Arts,3,72.72,95.0,0,4
NSFAS000388,Sibusiso Molefe,University of Johannesburg,Engineering,1,75.0,95.0,0,4
NSFAS000389,Thabo Zulu,University of Pretoria,Law,1,40.0,30.0,2,5
NSFAS000390,Kagiso Dlamini,University of KwaZulu-Natal,Education,1,46.75,31.0,3,0
NSFAS000391,Nokuthula Mhlongo,University of the Free State,Science,4,30.0,,4,1
NSFAS000392,Nomsa Mhlongo,University of the Free State,Commerce,4,40.0,41.0,1,4
NSFAS000393,Busisiwe Zulu,University of the Witwatersrand,Engineering,3,40.0,65.0,1,5
NSFAS000394,Mpho Mahlangu,North-West University,Education,4,40.0,49.0,1,2
NSFAS000395,Nomsa Mabaso,University of Pretoria,Engineering,2,40.0,31.0,3,2
NSFAS000396,Nokuthula Mokoena,University of Pretoria,Commerce,4,49.0,23.0,3,5
NSFAS000397,Lerato Mokoena,University of the Free State,Commerce,1,57.99,67.0,1,0
NSFAS000398,Sibusiso Dlamini,University of KwaZulu-Natal,Arts,2,75.0,95.0,1,5
NSFAS000399,Andile Zulu,University of the Witwatersrand,Education,2,37.66,21.0,4,3
NSFAS000400,Busisiwe Mabaso,University of Johannesburg,Science,2,30.0,33.0,2,1
NSFAS000401,Lerato Mthembu,University of Stellenbosch,Science,1,60.22,70.0,1,3
NSFAS000402,Mpho Mabaso,University of Johannesburg,Arts,2,41.2,30.0,1,1
NSFAS000403,Mpho Mahlangu,University of the Witwatersrand,Education,2,75.0,85.0,0,1
NSFAS000404,Andile Mthethwa,University of Johannesburg,Education,4,74.05,90.0,0,4
NSFAS000405,Mpho Mabaso,University of Stellenbosch,Engineering,3,40.0,30.0,3,2
NSFAS000406,Themba Khumalo,University of Cape Town,Commerce,1,30.0,29.0,1,4
NSFAS000407,Busisiwe Mthembu,North-West University,Science,1,40.0,51.0,2,4
NSFAS000408,Thabo Mahlangu,University of Johannesburg,Arts,3,40.0,27.0,1,2
NSFAS000409,Zanele Khumalo,University of the Witwatersrand,Arts,1,46.54,22.0,3,1
NSFAS000410,Themba Molefe,North-West University,Education,1,49.16,46.0,3,1
NSFAS000411,Kagiso Mabaso,University of Johannesburg,Engineering,1,75.0,79.0,0,1
NSFAS000412,Nomsa Mkhize,University of the Witwatersrand,Education,2,75.0,89.0,1,4
NSFAS000413,Themba Ngcobo,University of the Free State,Law,4,51.73,70.0,0,4
NSFAS000414,Zanele Dlamini,University of Stellenbosch,Law,2,40.0,29.0,1,1
NSFAS000415,Phumzile Mokoena,North-West University,Law,3,59.16,56.0,3,4
NSFAS000416,Andile Zulu,University of KwaZulu-Natal,Arts,4,30.0,50.0,3,4
NSFAS000417,Nokuthula Molefe,North-West University,Education,2,40.0,33.0,4,5
NSFAS000418,Kagiso Zulu,University of Stellenbosch,Arts,3,40.0,46.0,2,5
NSFAS000419,Kagiso Mthethwa,University of the Witwatersrand,Education,2,30.0,34.0,4,3
NSFAS000420,Mpho Ngcobo,University of Pretoria,Commerce,4,57.43,63.0,1,0
NSFAS000421,Sibusiso Mthembu,University of Johannesburg,Law,2,41.93,56.0,3,1
NSFAS000422,Busisiwe Mkhize,University of Stellenbosch,Education,4,41.42,55.0,4,0
NSFAS000423,Nomsa Molefe,University of Pretoria,Engineering,1,40.0,31.0,4,1
NSFAS000424,Themba Dlamini,University of Cape Town,Science,1,39.49,23.0,4,3
NSFAS000425,Busisiwe Molefe,University of Pretoria,Law,3,30.0,29.0,2,3
NSFAS000426,Busisiwe Mkhize,North-West University,Education,4,74.72,91.0,0,2
NSFAS000427,Nomsa Dlamini,University of Johannesburg,Law,1,30.0,57.0,3,4
NSFAS000428,Phumzile Mahlangu,University of Johannesburg,Commerce,2,66.58,61.0,1,2
NSFAS000429,Zanele Mhlongo,University of Stellenbosch,Arts,4,45.91,52.0,1,5
NSFAS000430,Lerato Mahlangu,North-West University,Commerce,2,40.0,51.0,1,0
NSFAS000431,Kagiso Mabaso,University of Johannesburg,Engineering,2,75.0,,0,3
NSFAS000432,Kagiso Nkosi,University of Johannesburg,Engineering,4,62.28,73.0,1,4
NSFAS000433,Lindiwe Ngcobo,University of Cape Town,Commerce,4,46.95,37.0,3,4
NSFAS000434,Thabo Mabaso,University of Johannesburg,Engineering,3,48.71,55.0,2,1
NSFAS000435,Nokuthula Ngcobo,University of Stellenbosch,Science,4,49.36,56.0,3,3
NSFAS000436,Lerato Mthethwa,University of Stellenbosch,Arts,4,95.0,95.0,0,5
NSFAS000437,Nokuthula Mthethwa,University of Stellenbosch,Law,4,53.9,62.0,0,0
NSFAS000438,Sibusiso Molefe,University of Pretoria,Arts,1,72.64,78.0,0,3
NSFAS000439,Mpho Molefe,University of Johannesburg,Education,1,40.0,24.0,4,0
NSFAS000440,Nomsa Mabaso,University of Stellenbosch,Arts,3,67.09,79.0,1,0
NSFAS000441,Nomsa Molefe,University of Cape Town,Commerce,2,66.96,73.0,1,1
NSFAS000442,Tshepo Mhlongo,University of Cape Town,Commerce,3,91.79,,1,4
NSFAS000443,Andile Dlamini,University of Pretoria,Science,1,30.0,57.0,4,0
NSFAS000444,Nokuthula Mabaso,University of Johannesburg,Commerce,4,49.71,44.0,1,2
NSFAS000445,Andile Molefe,University of Stellenbosch,Law,1,40.0,41.0,4,1
NSFAS000446,Sibusiso Nkosi,University of the Witwatersrand,Education,1,43.54,32.0,3,3
NSFAS000447,Kagiso Mokoena,University of Stellenbosch,Law,2,40.0,50.0,1,4
NSFAS000448,Phumzile Ngcobo,University of Cape Town,Law,2,40.0,42.0,1,5
NSFAS000449,Thabo Khumalo,North-West University,Commerce,1,53.08,56.0,3,2
NSFAS000450,Lindiwe Molefe,University of Cape Town,Commerce,4,40.0,42.0,2,5
NSFAS000451,Zanele Ngcobo,University of Cape Town,Arts,4,64.27,80.0,1,3
NSFAS000452,Lindiwe Mokoena,University of the Free State,Science,4,75.0,88.0,1,4
NSFAS000453,Sibusiso Mthembu,University of KwaZulu-Natal,Commerce,2,47.36,43.0,1,0
NSFAS000454,Thabo Mthethwa,North-West University,Science,1,54.07,78.0,1,0
NSFAS000455,Sipho Mokoena,University of Cape Town,Education,1,40.0,28.0,1,1
NSFAS000456,Nokuthula Ngcobo,University of Johannesburg,Law,4,71.31,87.0,0,2
NSFAS000457,Themba Mokoena,University of Pretoria,Arts,4,40.0,50.0,4,2
NSFAS000458,Sipho Molefe,University of Pretoria,Science,3,54.37,61.0,0,1
NSFAS000459,Thabo Ngcobo,University of the Free State,Engineering,4,46.84,65.0,1,2
NSFAS000460,Busisiwe Mkhize,University of Pretoria,Law,3,40.36,24.0,1,1
NSFAS000461,Thabo Zulu,University of Stellenbosch,Education,3,42.72,37.0,1,5
NSFAS000462,Lerato Dlamini,University of the Free State,Arts,1,75.0,87.0,0,2
NSFAS000463,Nomsa Dlamini,University of Johannesburg,Science,2,40.0,48.0,1,0
NSFAS000464,Nomsa Ngcobo,University of Johannesburg,Arts,1,86.33,76.0,1,4
NSFAS000465,Nokuthula Mthembu,University of Johannesburg,Science,4,55.81,55.0,1,1
NSFAS000466,Andile Dlamini,University of Pretoria,Commerce,4,30.0,20.0,2,0
NSFAS000467,Sibusiso Ngcobo,University of KwaZulu-Natal,Law,1,32.69,31.0,4,0
NSFAS000468,Sibusiso Mabaso,University of Johannesburg,Science,2,75.0,90.0,1,3
NSFAS000469,Tshepo Nkosi,University of Stellenbosch,Law,4,30.0,57.0,4,2
NSFAS000470,Busisiwe Mahlangu,University of KwaZulu-Natal,Arts,1,61.97,74.0,0,3
NSFAS000471,Phumzile Mkhize,University of KwaZulu-Natal,Commerce,4,75.0,76.0,1,0
NSFAS000472,Tshepo Mabaso,University of the Free State,Engineering,2,66.77,65.0,1,2
NSFAS000473,Lindiwe Khumalo,University of the Witwatersrand,Education,2,57.05,81.0,1,5
NSFAS000474,Thabo Mthethwa,University of Pretoria,Education,4,30.0,32.0,3,2
NSFAS000475,Thabo Molefe,University of KwaZulu-Natal,Commerce,4,40.0,27.0,4,2
NSFAS000476,Kagiso Mkhize,University of Pretoria,Science,3,40.0,41.0,3,1
NSFAS000477,Lerato Khumalo,University of Pretoria,Commerce,2,49.0,65.0,0,4
NSFAS000478,Nomsa Nkosi,North-West University,Arts,1,41.03,35.0,2,1
NSFAS000479,Lindiwe Mthethwa,University of Stellenbosch,Arts,4,39.2,21.0,4,5
NSFAS000480,Mpho Dlamini,University of Cape Town,Education,1,49.0,35.0,2,0
NSFAS000481,Sipho Mthembu,University of Johannesburg,Science,4,48.2,51.0,3,1
NSFAS000482,Themba Molefe,University of the Witwatersrand,Law,1,75.0,86.0,0,5
NSFAS000483,Sipho Nkosi,University of Johannesburg,Education,1,50.59,79.0,1,0
NSFAS000484,Zanele Mokoena,University of the Free State,Law,4,51.06,78.0,0,4
NSFAS000485,Tshepo Zulu,University of KwaZulu-Natal,Arts,2,75.0,95.0,1,2
NSFAS000486,Themba Dlamini,University of Cape Town,Engineering,4,95.0,82.0,0,1
NSFAS000487,Lerato Mahlangu,University of the Free State,Engineering,4,75.0,76.0,1,3
NSFAS000488,Nokuthula Mthembu,University of Cape Town,Law,2,40.0,43.0,1,2
NSFAS000489,Thabo Molefe,University of the Witwatersrand,Education,3,60.32,81.0,0,2
NSFAS000490,Zanele Mhlongo,North-West University,Engineering,1,65.04,74.0,1,1
NSFAS000491,Themba Zulu,University of Pretoria,Science,4,40.0,32.0,2,4
NSFAS000492,Busisiwe Mabaso,University of Johannesburg,Engineering,3,88.74,90.0,1,4
NSFAS000493,Lerato Mkhize,University of the Free State,Law,4,75.0,79.0,1,0
NSFAS000494,Phumzile Mhlongo,University of the Free State,Engineering,2,40.0,65.0,1,1
NSFAS000495,Lerato Zulu,North-West University,Law,3,75.0,84.0,0,3
NSFAS000496,Nomsa Khumalo,University of KwaZulu-Natal,Arts,4,60.61,60.0,1,1
NSFAS000497,Mpho Dlamini,University of the Witwatersrand,Law,2,75.0,82.0,1,5
NSFAS000498,Nomsa Mokoena,University of Pretoria,Arts,3,47.11,47.0,3,3
NSFAS000499,Phumzile Zulu,North-West University,Education,3,76.75,77.0,0,4
NSFAS000500,Mpho Mkhize,University of Cape Town,Law,3,75.0,95.0,1,5
NSFAS000501,Andile Mkhize,University of the Free State,Law,3,52.62,71.0,1,5
NSFAS000502,Lerato Nkosi,University of Stellenbosch,Arts,4,65.97,66.0,1,1
NSFAS000503,Sibusiso Nkosi,University of the Free State,Science,1,30.0,48.0,1,2
NSFAS000504,Kagiso Khumalo,University of Cape Town,Engineering,4,30.0,24.0,2,2
NSFAS000505,Kagiso Mthembu,North-West University,Law,4,40.0,37.0,3,4
NSFAS000506,Sibusiso Mthembu,University of the Free State,Arts,4,40.0,65.0,3,5
NSFAS000507,Andile Mahlangu,University of Cape Town,Commerce,1,75.0,83.0,1,4
NSFAS000508,Sipho Mkhize,University of KwaZulu-Natal,Arts,4,49.0,36.0,1,0
NSFAS000509,Themba Mabaso,University of Cape Town,Arts,1,40.0,65.0,4,3
NSFAS000510,Andile Mthethwa,University of the Free State,Law,2,40.0,33.0,1,2
NSFAS000511,Lerato Khumalo,University of the Witwatersrand,Engineering,4,40.0,41.0,4,4
NSFAS000512,Tshepo Khumalo,University of Stellenbosch,Engineering,4,63.78,60.0,1,0
NSFAS000513,Tshepo Khumalo,University of the Witwatersrand,Education,1,40.0,42.0,4,3
NSFAS000514,Sipho Mkhize,University of Pretoria,Commerce,2,40.0,41.0,2,3
NSFAS000515,Kagiso Mokoena,University of the Free State,Engineering,1,40.0,21.0,1,5
NSFAS000516,Lerato Mokoena,University of Cape Town,Commerce,3,53.13,71.0,1,3
NSFAS000517,Lerato Molefe,University of Stellenbosch,Arts,2,40.0,48.0,4,5
NSFAS000518,Nokuthula Nkosi,University of KwaZulu-Natal,Law,3,39.37,35.0,3,3
NSFAS000519,Andile Mkhize,University of Cape Town,Commerce,3,40.57,49.0,3,3
NSFAS000520,Sibusiso Mahlangu,North-West University,Education,3,72.46,84.0,0,3
NSFAS000521,Thabo Mahlangu,University of Pretoria,Education,3,75.0,77.0,1,1
NSFAS000522,Lindiwe Mahlangu,University of Johannesburg,Commerce,3,71.74,94.0,0,2
NSFAS000523,Zanele Khumalo,University of Johannesburg,Law,3,49.0,34.0,1,5
NSFAS000524,Lerato Khumalo,University of the Witwatersrand,Science,4,75.0,87.0,1,1
NSFAS000525,Busisiwe Mhlongo,University of Cape Town,Arts,3,73.55,95.0,1,2
NSFAS000526,Phumzile Zulu,University of Pretoria,Commerce,3,40.0,60.0,4,5
NSFAS000527,Sibusiso Khumalo,University of the Free State,Engineering,2,50.85,63.0,1,2
NSFAS000528,Themba Khumalo,University of Cape Town,Education,3,75.0,91.0,0,5
NSFAS000529,Phumzile Mthembu,University of the Free State,Commerce,4,75.0,81.0,1,1
NSFAS000530,Lindiwe Dlamini,University of Cape Town,Education,4,40.0,56.0,2,0
NSFAS000531,Lerato Mabaso,University of Cape Town,Commerce,2,70.36,94.0,0,3
NSFAS000532,Busisiwe Mkhize,University of Johannesburg,Education,1,55.78,55.0,2,5
NSFAS000533,Themba Mahlangu,North-West University,Education,3,40.0,34.0,1,1
NSFAS000534,Tshepo Molefe,North-West University,Education,3,63.95,62.0,1,0
NSFAS000535,Sipho Dlamini,University of Stellenbosch,Education,2,56.66,79.0,0,4
NSFAS000536,Kagiso Mthethwa,University of Cape Town,Science,4,67.07,65.0,1,1
NSFAS000537,Lerato Mhlongo,University of the Free State,Science,3,59.6,76.0,1,1
NSFAS000538,Phumzile Mhlongo,University of Johannesburg,Law,2,75.0,86.0,1,1
NSFAS000539,Lindiwe Mthembu,University of Pretoria,Law,2,53.89,69.0,1,5
NSFAS000540,Zanele Nkosi,University of KwaZulu-Natal,Arts,2,75.0,91.0,1,1
NSFAS000541,Busisiwe Mahlangu,University of Stellenbosch,Education,4,58.1,56.0,2,5
NSFAS000542,Lerato Mokoena,University of Stellenbosch,Arts,1,30.0,36.0,4,1
NSFAS000543,Kagiso Zulu,University of Cape Town,Education,4,58.3,57.0,1,3
NSFAS000544,Nokuthula Zulu,University of Johannesburg,Education,1,59.91,62.0,0,0
NSFAS000545,Lindiwe Mokoena,University of Johannesburg,Science,3,61.86,79.0,0,3
NSFAS000546,Thabo Zulu,University of KwaZulu-Natal,Engineering,4,75.0,95.0,0,4
NSFAS000547,Sibusiso Mkhize,University of KwaZulu-Natal,Education,2,78.65,93.0,1,1
NSFAS000548,Lindiwe Mahlangu,University of Cape Town,Law,3,30.0,47.0,3,3
NSFAS000549,Mpho Mkhize,University of KwaZulu-Natal,Science,2,75.0,75.0,1,0
NSFAS000550,Nokuthula Mahlangu,University of Cape Town,Engineering,3,63.5,57.0,3,1
NSFAS000551,Lerato Molefe,University of Stellenbosch,Commerce,3,62.29,61.0,0,5
NSFAS000552,Busisiwe Mahlangu,North-West University,Engineering,2,30.0,23.0,4,0
NSFAS000553,Lerato Mkhize,University of Stellenbosch,Law,2,70.41,78.0,1,2
NSFAS000554,Sipho Mokoena,University of the Witwatersrand,Science,2,40.0,52.0,2,2
NSFAS000555,Thabo Dlamini,University of the Free State,Science,2,49.73,33.0,1,5
NSFAS000556,Lindiwe Mahlangu,University of KwaZulu-Natal,Education,2,40.0,50.0,3,2
NSFAS000557,Tshepo Dlamini,University of Stellenbosch,Engineering,3,40.0,46.0,4,3
NSFAS000558,Nokuthula Nkosi,University of the Witwatersrand,Law,2,75.0,80.0,0,1
NSFAS000559,Lerato Mabaso,University of the Free State,Commerce,2,75.0,77.0,1,0
NSFAS000560,Kagiso Molefe,University of Stellenbosch,Science,2,31.35,57.0,3,1
NSFAS000561,Lerato Mkhize,University of Stellenbosch,Commerce,3,60.79,78.0,0,4
NSFAS000562,Busisiwe Mabaso,University of Cape Town,Law,4,30.0,60.0,2,4
NSFAS000563,Nomsa Nkosi,University of the Witwatersrand,Commerce,1,94.43,80.0,0,0
NSFAS000564,Sibusiso Molefe,University of Johannesburg,Education,1,54.65,73.0,1,5
NSFAS000565,Nokuthula Mthembu,University of the Free State,Law,4,65.24,68.0,0,3
NSFAS000566,Nomsa Mkhize,University of Stellenbosch,Education,1,49.85,38.0,3,3
NSFAS000567,Busisiwe Dlamini,University of the Free State,Science,4,75.0,76.0,1,3
NSFAS000568,Lindiwe Mahlangu,North-West University,Engineering,1,40.0,28.0,3,0
NSFAS000569,Tshepo Zulu,University of Stellenbosch,Law,4,40.83,42.0,1,0
NSFAS000570,Nomsa Dlamini,University of Johannesburg,Engineering,3,51.63,66.0,0,0
NSFAS000571,Nomsa Dlamini,University of KwaZulu-Natal,Science,1,70.43,95.0,0,3
NSFAS000572,Zanele Mkhize,North-West University,Education,3,40.0,41.0,4,0
NSFAS000573,Sipho Mkhize,University of the Free State,Engineering,1,40.0,61.0,3,1
NSFAS000574,Sipho Mkhize,University of Cape Town,Arts,4,40.0,44.0,2,4
NSFAS000575,Kagiso Mhlongo,University of Cape Town,Arts,2,40.0,36.0,3,2
NSFAS000576,Sibusiso Mhlongo,University of Johannesburg,Law,2,42.75,41.0,4,4
NSFAS000577,Zanele Dlamini,University of Cape Town,Commerce,3,75.0,76.0,1,2
NSFAS000578,Zanele Mthembu,University of the Witwatersrand,Science,2,30.0,40.0,2,4
NSFAS000579,Zanele Mthembu,University of the Free State,Education,1,60.95,70.0,0,5
NSFAS000580,Themba Mokoena,University of Pretoria,Arts,2,30.0,28.0,4,3
NSFAS000581,Lindiwe Mokoena,University of the Free State,Engineering,4,52.76,78.0,1,1
